   -0.1649999917E+00   -0.3484565392E-01
   -0.3353601098E+00   -0.2084425651E-01
   -0.1770027429E+00   -0.3286097199E-01
   -0.4103408754E+00   -0.1659489982E-01
   -0.1832199693E+00   -0.2452900633E-01
   -0.4703993201E+00   -0.9451430291E-02
   -0.1824772358E+00   -0.1308298390E-01
   -0.5094541907E+00   -0.7142242976E-03
   -0.1747492105E+00    0.8586838376E-03
   -0.5213130116E+00    0.8375396021E-02
   -0.1608134657E+00    0.1413607318E-01
   -0.5086089373E+00    0.1663157716E-01
   -0.1429147124E+00    0.2649104409E-01
   -0.4720683396E+00    0.2392280661E-01
   -0.1236464977E+00    0.3837725148E-01
   -0.4085892141E+00    0.3027481399E-01
   -0.1049719751E+00    0.4919836298E-01
   -0.3157329261E+00    0.3400262818E-01
   -0.8969987929E-01    0.5226722360E-01
   -0.2147178203E+00    0.3369539604E-01
   -0.8021493256E-01    0.4677044973E-01
   -0.1328354478E+00    0.2956398763E-01
   -0.7818858325E-01    0.3274456039E-01
   -0.1009008363E+00    0.2532358095E-01
   -0.8249493688E-01    0.2508751303E-01
   -0.9699065238E-01    0.2443665639E-01
   -0.8857962489E-01    0.2206058614E-01
   -0.1105367914E+00    0.2589200810E-01
   -0.9318674356E-01    0.2121095359E-01
   -0.1376863122E+00    0.2815611847E-01
   -0.9509743005E-01    0.2164809778E-01
   -0.1720751226E+00    0.3015813045E-01
   -0.9438737482E-01    0.2277319692E-01
   -0.2076822519E+00    0.3156926483E-01
   -0.9074183553E-01    0.2477846853E-01
   -0.2361150682E+00    0.3189623728E-01
   -0.8368461579E-01    0.2622049674E-01
   -0.2520093024E+00    0.2966879867E-01
   -0.7403295487E-01    0.2361713722E-01
   -0.2605538368E+00    0.2377206087E-01
   -0.6391023844E-01    0.1687257737E-01
   -0.2659214437E+00    0.1462064311E-01
   -0.5512619391E-01    0.7817909122E-02
   -0.2663467526E+00    0.2932132687E-02
   -0.4893556237E-01   -0.3481042339E-02
   -0.2616784573E+00   -0.1098944340E-01
   -0.4642438143E-01   -0.1786858961E-01
   -0.2577072978E+00   -0.2657156438E-01
   -0.4820268229E-01   -0.3417316452E-01
   -0.2581003606E+00   -0.4295998067E-01
   -0.5465767533E-01   -0.5079690740E-01
   -0.2612962723E+00   -0.5980338901E-01
   -0.6633564085E-01   -0.6967829913E-01
   -0.2783961892E+00   -0.7579016685E-01
   -0.8240129054E-01   -0.8608620614E-01
   -0.3052530587E+00   -0.8965951204E-01
   -0.1012599990E+00   -0.1013638750E+00
   -0.3474380374E+00   -0.1005019099E+00
   -0.1208431572E+00   -0.1123674586E+00
   -0.4027169347E+00   -0.1066115648E+00
   -0.1377080083E+00   -0.1158651412E+00
   -0.4573852718E+00   -0.1079076529E+00
   -0.1494143605E+00   -0.1139380783E+00
   -0.5054048300E+00   -0.1047211736E+00
   -0.1543644071E+00   -0.1039436609E+00
   -0.5265274644E+00   -0.9820330888E-01
   -0.1520202756E+00   -0.9033632278E-01
   -0.5125629902E+00   -0.9127633274E-01
   -0.1443178803E+00   -0.7901754230E-01
   -0.4741330445E+00   -0.8530661464E-01
   -0.1346466988E+00   -0.6757145375E-01
   -0.4038181603E+00   -0.8124234527E-01
   -0.1285068840E+00   -0.5966329575E-01
   -0.3043036163E+00   -0.7965525240E-01
   -0.1290968210E+00   -0.5598879606E-01
   -0.1851837933E+00   -0.8266282082E-01
   -0.1383725852E+00   -0.6880728155E-01
   -0.1059505939E+00   -0.9058580548E-01
   -0.1587979048E+00   -0.8989409357E-01
   -0.1005704999E+00   -0.9725584090E-01
   -0.1880791932E+00   -0.1033334434E+00
   -0.1501737684E+00   -0.9736788273E-01
   -0.2205460966E+00   -0.1041972935E+00
   -0.2244404107E+00   -0.9032523632E-01
   -0.2510260344E+00   -0.9517092258E-01
   -0.3017405570E+00   -0.7837155461E-01
   -0.2770480812E+00   -0.8174027503E-01
   -0.3777361810E+00   -0.6314761937E-01
   -0.2976862490E+00   -0.6314680725E-01
   -0.4391674995E+00   -0.4561743513E-01
   -0.3126087487E+00   -0.4125919566E-01
   -0.4750311375E+00   -0.2810592577E-01
   -0.3230440617E+00   -0.2245262079E-01
   -0.4961298108E+00   -0.1207085419E-01
   -0.3308835030E+00   -0.5565628409E-02
   -0.5058620572E+00    0.2769274171E-02
   -0.3368802965E+00    0.9378220886E-02
   -0.5084464550E+00    0.1637824625E-01
   -0.3412038982E+00    0.2128647082E-01
   -0.5123950243E+00    0.2860525250E-01
   -0.3440178037E+00    0.3088296205E-01
   -0.5230237842E+00    0.3951866925E-01
   -0.3455769420E+00    0.3818869963E-01
   -0.5466937423E+00    0.5006046966E-01
   -0.3449137509E+00    0.4639809579E-01
   -0.5799549818E+00    0.6123237312E-01
   -0.3395186663E+00    0.5553150177E-01
   -0.6207340360E+00    0.7288336009E-01
   -0.3271850944E+00    0.6549223512E-01
   -0.6659837961E+00    0.8468193561E-01
   -0.3064067960E+00    0.7742195576E-01
   -0.7064589262E+00    0.9649593383E-01
   -0.2758431435E+00    0.9194142371E-01
   -0.7287744284E+00    0.1077860296E+00
   -0.2347307950E+00    0.1087242961E+00
   -0.7157292962E+00    0.1166613027E+00
   -0.1839652061E+00    0.1231232733E+00
   -0.6640528440E+00    0.1206644177E+00
   -0.1268222183E+00    0.1320811808E+00
   -0.5762728453E+00    0.1184916347E+00
   -0.7004122436E-01    0.1368116140E+00
   -0.4403952956E+00    0.1097144932E+00
   -0.2240468748E-01    0.1356735975E+00
   -0.2489267439E+00    0.9335424751E-01
    0.9020336904E-02    0.1212489754E+00
   -0.2861963026E-01    0.6773658097E-01
    0.2106327564E-01    0.8327934146E-01
    0.1418047696E+00    0.3239006549E-01
    0.9402441792E-02    0.2351936325E-01
    0.1804579645E+00   -0.2302774461E-02
   -0.2396357432E-01   -0.1907426491E-01
    0.1378429532E+00   -0.2489910834E-01
   -0.6717251986E-01   -0.4172353819E-01
    0.5894017220E-01   -0.3652890027E-01
   -0.1114756316E+00   -0.5625662953E-01
   -0.5836756900E-01   -0.3981965408E-01
   -0.1524607688E+00   -0.5920657888E-01
   -0.1943835169E+00   -0.3469901904E-01
   -0.1868139058E+00   -0.4842138290E-01
   -0.3163369000E+00   -0.2252548561E-01
   -0.2121959478E+00   -0.2911659144E-01
   -0.4071121812E+00   -0.5995152052E-02
   -0.2274796367E+00   -0.4960632417E-02
   -0.4545729756E+00    0.1099711843E-01
   -0.2335641533E+00    0.1369851362E-01
   -0.4812728465E+00    0.2563391626E-01
   -0.2329145521E+00    0.2784643695E-01
   -0.5004046559E+00    0.3824755922E-01
   -0.2272855788E+00    0.4065457731E-01
   -0.5116183162E+00    0.4930653051E-01
   -0.2182532102E+00    0.5206638947E-01
   -0.5153399706E+00    0.5942821503E-01
   -0.2064672559E+00    0.6415509433E-01
   -0.5051422715E+00    0.6877708435E-01
   -0.1915454865E+00    0.7408081740E-01
   -0.4868995249E+00    0.7690230757E-01
   -0.1734695286E+00    0.8330500871E-01
   -0.4574527442E+00    0.8318483084E-01
   -0.1532081515E+00    0.8992215991E-01
   -0.4188271463E+00    0.8659557253E-01
   -0.1330059916E+00    0.9255604446E-01
   -0.3781135678E+00    0.8762483299E-01
   -0.1143139601E+00    0.9390340000E-01
   -0.3332960010E+00    0.8707859367E-01
   -0.9771597385E-01    0.9340770543E-01
   -0.2858126760E+00    0.8513662964E-01
   -0.8380910009E-01    0.9174939245E-01
   -0.2343011647E+00    0.8154003322E-01
   -0.7335751504E-01    0.8679343015E-01
   -0.1855361015E+00    0.7558456808E-01
   -0.6793993711E-01    0.7720819861E-01
   -0.1523739547E+00    0.6801693141E-01
   -0.6831407547E-01    0.6589322537E-01
   -0.1398414522E+00    0.6060891226E-01
   -0.7333824784E-01    0.5520359427E-01
   -0.1481662691E+00    0.5469316244E-01
   -0.8051729947E-01    0.4657182097E-01
   -0.1747436821E+00    0.5067638680E-01
   -0.8715163171E-01    0.4002969712E-01
   -0.2163574845E+00    0.4803039506E-01
   -0.9156741947E-01    0.3485557437E-01
   -0.2718008161E+00    0.4665341973E-01
   -0.9210495651E-01    0.3202309832E-01
   -0.3370818794E+00    0.4714838043E-01
   -0.8643971384E-01    0.3371032700E-01
   -0.3987417817E+00    0.4950621352E-01
   -0.7256378978E-01    0.3910506517E-01
   -0.4452167153E+00    0.5306116492E-01
   -0.4935810342E-01    0.4882704839E-01
   -0.4566552043E+00    0.5594410002E-01
   -0.1712354645E-01    0.5765398964E-01
   -0.4289444387E+00    0.5500835925E-01
    0.2094298229E-01    0.6014934927E-01
   -0.3727676570E+00    0.4902979732E-01
    0.5937554687E-01    0.5960631371E-01
   -0.2794760466E+00    0.3813813999E-01
    0.9214676917E-01    0.5395570025E-01
   -0.1478517652E+00    0.2186982520E-01
    0.1142617017E+00    0.4028904065E-01
    0.1011131518E-01   -0.1135369297E-02
    0.1226811633E+00    0.1009885781E-01
    0.1428936571E+00   -0.3201038390E-01
    0.1132837236E+00   -0.3751516715E-01
    0.1877143681E+00   -0.6424003094E-01
    0.8607836068E-01   -0.7750393450E-01
    0.1655509472E+00   -0.8886007965E-01
    0.4866903275E-01   -0.1019836441E+00
    0.1154037639E+00   -0.1054364145E+00
    0.7507730275E-02   -0.1205879599E+00
    0.3614672646E-01   -0.1160739511E+00
   -0.3456369415E-01   -0.1316639036E+00
   -0.6188091263E-01   -0.1206499636E+00
   -0.7548704743E-01   -0.1332635134E+00
   -0.1582364440E+00   -0.1197727323E+00
   -0.1136776432E+00   -0.1292514205E+00
   -0.2476486266E+00   -0.1141264439E+00
   -0.1472869664E+00   -0.1186099350E+00
   -0.3165344000E+00   -0.1053236201E+00
   -0.1751687229E+00   -0.1080799475E+00
   -0.3746758103E+00   -0.9554571658E-01
   -0.1977464110E+00   -0.9843511134E-01
   -0.4311291873E+00   -0.8495551348E-01
   -0.2152048647E+00   -0.8757732809E-01
   -0.4852327108E+00   -0.7342636585E-01
   -0.2276970744E+00   -0.7602626085E-01
   -0.5388469100E+00   -0.6036613882E-01
   -0.2348292172E+00   -0.6037281081E-01
   -0.5802660584E+00   -0.4531643167E-01
   -0.2350491434E+00   -0.4222548753E-01
   -0.6046311259E+00   -0.2933268622E-01
   -0.2275723964E+00   -0.2320126817E-01
   -0.6084035635E+00   -0.1393578202E-01
   -0.2132481635E+00   -0.5091171246E-02
   -0.5909761190E+00   -0.3849169589E-03
   -0.1939367950E+00    0.1080787368E-01
   -0.5537533760E+00    0.1074211765E-01
   -0.1718849391E+00    0.2437822893E-01
   -0.4966286421E+00    0.1946108416E-01
   -0.1487568170E+00    0.3571940213E-01
   -0.4179809391E+00    0.2500794828E-01
   -0.1267912388E+00    0.4237454757E-01
   -0.3214889765E+00    0.2581671625E-01
   -0.1094779968E+00    0.4120394215E-01
   -0.2216798365E+00    0.2088311687E-01
   -0.9997522831E-01    0.2931699343E-01
   -0.1484538466E+00    0.1144795213E-01
   -0.9971760213E-01    0.1177768037E-01
   -0.1175126880E+00    0.1119082561E-02
   -0.1073109657E+00   -0.3796178615E-02
   -0.1214295626E+00   -0.7338655181E-02
   -0.1196238846E+00   -0.1506812032E-01
   -0.1476715654E+00   -0.1376921218E-01
   -0.1341723353E+00   -0.2467076294E-01
   -0.1952251643E+00   -0.1872207038E-01
   -0.1498468369E+00   -0.3210495412E-01
   -0.2610450685E+00   -0.2141015977E-01
   -0.1639412344E+00   -0.3954923898E-01
   -0.3173582554E+00   -0.2049496770E-01
   -0.1628158838E+00   -0.3606367856E-01
   -0.3297069073E+00   -0.1568692550E-01
   -0.1549221426E+00   -0.2550729550E-01
   -0.3244899213E+00   -0.8068477735E-02
   -0.1411745399E+00   -0.1199544314E-01
   -0.3057691455E+00    0.9616650641E-03
   -0.1231316924E+00    0.4313228186E-02
   -0.2710328400E+00    0.1011562999E-01
   -0.1025980785E+00    0.1957399957E-01
